auz,Still,Endangered,<10k
ava,Ascending,Institutional,10k<1M
avb,Still,Stable,<10k
avd,Still,Endangered,NoUsers
ave,Emerging,Endangered,NoUsers
avi,Still,Stable,10k<1M
avl,Emerging,Stable,1M<1B
avm,Still,Endangered,NoUsers
avn,Emerging,Stable,10k<1M
avo,Still,Extinct,NoUsers
avs,Still,Extinct,NoUsers
avt,Emerging,Stable,<10k
avu,Emerging,Stable,10k<1M
avv,Still,Endangered,NoUsers
awa,Ascending,Institutional,1M<1B
awb,Emerging,Stable,<10k
awc,Emerging,Stable,10k<1M
awe,Still,Endangered,<10k
awg,Still,Endangered,NoUsers
awh,Still,Endangered,<10k
awi,Still,Stable,10k<1M
awk,Still,Endangered,NoUsers
awm,Still,Stable,<10k
awn,Still,Stable,10k<1M
awo,Emerging,Stable,<10k
awr,Still,Endangered,NoUsers
aws,Still,Endangered,<10k
awt,Still,Stable,<10k
awu,Still,Endangered,<10k
awv,Still,Endangered,<10k
aww,Still,Endangered,<10k
awx,Emerging,Stable,<10k
awy,Still,Endangered,<10k
axb,Still,Extinct,NoUsers
axe,Still,Extinct,NoUsers
axg,Still,Endangered,NoUsers
axk,Still,Stable,10k<1M
axl,Still,Endangered,NoUsers
axx,Still,Endangered,<10k
aya,Still,Endangered,<10k
ayb,Emerging,Stable,10k<1M
ayc,Emerging,Stable,10k<1M
ayd,Still,Extinct,NoUsers
aye,Still,Endangered,<10k
ayg,Emerging,Stable,10k<1M
ayh,Emerging,Stable,1M<1B
ayi,Still,Stable,10k<1M
ayk,Still,Stable,10k<1M
ayl,Emerging,Institutional,1M<1B
ayn,Emerging,Stable,1M<1B
ayo,Emerging,Stable,<10k
ayp,Emerging,Stable,1M<1B
ayq,Still,Stable,<10k
ayr,Ascending,Stable,1M<1B
ays,Still,Endangered,NoUsers
ayt,Still,Endangered,<10k
ayu,Still,Endangered,<10k
ayz,Emerging,Stable,10k<1M
aza,Still,Stable,10k<1M
azb,Ascending,Institutional,1M<1B
azd,Emerging,Endangered,<10k
azg,Emerging,Stable,<10k
azj,Vital,Institutional,1M<1B
azm,Still,Endangered,<10k
azn,Emerging,Stable,<10k
azo,Ascending,Stable,10k<1M
azt,Still,Endangered,<10k
azz,Emerging,Stable,10k<1M
baa,Still,Stable,10k<1M
bab,Still,Endangered,<10k
bac,Still,Endangered,10k<1M
bae,Still,Endangered,NoUsers
baf,Emerging,Endangered,<10k
bag,Emerging,Stable,10k<1M
bah,Emerging,Stable,10k<1M
baj,Still,Endangered,<10k
bak,Vital,Institutional,1M<1B
bam,Ascending,Institutional,1M<1B
ban,Ascending,Stable,1M<1B
bao,Emerging,Stable,<10k
bap,Emerging,Endangered,10k<1M
bar,Ascending,Stable,1M<1B
bas,Ascending,Stable,10k<1M
bau,Still,Stable,10k<1M
bav,Emerging,Stable,10k<1M
baw,Emerging,Stable,10k<1M
bax,Ascending,Institutional,10k<1M
bay,Still,Endangered,<10k
bba,Ascending,Institutional,1M<1B
bbb,Emerging,Stable,<10k
bbc,Ascending,Endangered,1M<1B
bbd,Emerging,Endangered,<10k
bbe,Emerging,Stable,10k<1M
bbf,Still,Stable,<10k
bbg,Still,Endangered,<10k
bbh,Still,Stable,<10k
bbi,Emerging,Endangered,<10k
bbj,Ascending,Stable,10k<1M
bbk,Emerging,Stable,10k<1M
bbl,Emerging,Endangered,<10k
bbm,Emerging,Stable,<10k
bbn,Still,Stable,10k<1M
bbo,Emerging,Stable,10k<1M
bbp,Emerging,Stable,<10k
bbq,Emerging,Stable,10k<1M
bbr,Emerging,Stable,<10k
bbs,Still,Endangered,<10k
bbt,Still,Stable,<10k
bbu,Emerging,Stable,10k<1M
bbv,Still,Stable,<10k
bbw,Emerging,Stable,10k<1M
bbx,Emerging,Endangered,NoUsers
bby,Emerging,Endangered,<10k
bca,Emerging,Stable,10k<1M
bcb,Still,Endangered,<10k
bcc,Ascending,Stable,1M<1B
bcd,Still,Endangered,<10k
bce,Emerging,Stable,<10k
bcf,Emerging,Institutional,<10k
bcg,Still,Endangered,<10k
bch,Emerging,Stable,<10k
bci,Ascending,Stable,1M<1B
bcj,Emerging,Endangered,NoUsers
bck,Still,Endangered,<10k
bcl,Ascending,Institutional,1M<1B
bcm,Still,Stable,<10k
bcn,Emerging,Stable,<10k
bco,Emerging,Institutional,<10k
bcp,Emerging,Stable,10k<1M
bcq,Emerging,Institutional,10k<1M
bcr,Emerging,Endangered,<10k
bcs,Still,Stable,10k<1M
bct,Emerging,Stable,10k<1M
bcu,Emerging,Stable,<10k
bcv,Still,Stable,10k<1M
bcw,Emerging,Stable,10k<1M
bcy,Emerging,Stable,10k<1M
bcz,Still,Endangered,10k<1M
bda,Emerging,Endangered,10k<1M
bdb,Still,Endangered,10k<1M
bdc,Still,Endangered,<10k
bdd,Emerging,Stable,<10k
bde,Still,Endangered,10k<1M
bdf,Still,Stable,<10k
bdg,Still,Endangered,NoUsers
bdh,Emerging,Stable,10k<1M
bdi,Still,Stable,10k<1M
bdj,Still,Endangered,<10k
bdk,Still,Endangered,<10k
bdl,Still,Endangered,10k<1M
bdm,Emerging,Stable,10k<1M
bdn,Emerging,Extinct,NoUsers
bdo,Emerging,Stable,<10k
bdp,Emerging,Stable,10k<1M
bdq,Emerging,Stable,10k<1M
bdr,Emerging,Endangered,10k<1M
bds,Emerging,Stable,10k<1M
bdt,Still,Stable,10k<1M
bdu,Emerging,Stable,10k<1M
bdv,Emerging,Stable,10k<1M
bdw,Still,Endangered,<10k
bdx,Still,Endangered,<10k
bdy,Emerging,Endangered,<10k
bdz,Still,Endangered,NoUsers
bea,Emerging,Endangered,<10k
beb,Emerging,Endangered,10k<1M
bec,Emerging,Stable,10k<1M
bed,Still,Endangered,<10k
bee,Still,Endangered,<10k
bef,Emerging,Endangered,10k<1M
beg,Still,Endangered,<10k
beh,Emerging,Stable,10k<1M
bei,Still,Endangered,<10k
bej,Emerging,Institutional,1M<1B
bek,Still,Endangered,<10k
bel,Vital,Stable,1M<1B
bem,Vital,Institutional,1M<1B
ben,Vital,Institutional,1M<1B
beo,Emerging,Stable,<10k
bep,Emerging,Endangered,<10k
beq,Emerging,Stable,10k<1M
bes,Emerging,Stable,<10k
bet,Emerging,Stable,10k<1M
beu,Emerging,Stable,10k<1M
bev,Still,Stable,10k<1M
bew,Emerging,Endangered,1M<1B
bex,Emerging,Stable,10k<1M
bey,Still,Stable,<10k
bez,Ascending,Stable,10k<1M
bfa,Ascending,Institutional,10k<1M
bfb,Emerging,Stable,1M<1B
bfc,Still,Endangered,10k<1M
bfd,Ascending,Stable,10k<1M
bfe,Still,Endangered,<10k
bff,Still,Stable,10k<1M
bfg,Still,Endangered,<10k
bfh,Still,Stable,<10k
bfi,Emerging,Stable,10k<1M
bfj,Emerging,Stable,10k<1M
bfk,Still,Stable,<10k
bfl,Emerging,Stable,10k<1M
bfm,Emerging,Stable,10k<1M
bfn,Emerging,Stable,10k<1M
bfo,Emerging,Stable,10k<1M
bfp,Emerging,Endangered,<10k
bfq,Emerging,Stable,10k<1M
bfr,Still,Endangered,10k<1M
bfs,Still,Stable,10k<1M
bft,Ascending,Stable,10k<1M
bfu,Emerging,Endangered,<10k
bfw,Emerging,Endangered,<10k
bfx,Still,Endangered,10k<1M
bfy,Emerging,Stable,1M<1B
bfz,Emerging,Stable,1M<1B
bga,Still,Endangered,10k<1M
bgb,Still,Stable,<10k
bgc,Ascending,Stable,1M<1B
bgd,Emerging,Stable,10k<1M
bge,Still,Stable,10k<1M
bgf,Emerging,Stable,<10k
bgg,Emerging,Endangered,<10k
bgi,Emerging,Endangered,10k<1M
bgj,Emerging,Stable,10k<1M
bgk,Still,Stable,<10k
bgl,Still,Endangered,<10k
bgn,Emerging,Stable,1M<1B
bgo,Still,Endangered,NoUsers
bgp,Ascending,Stable,1M<1B
bgq,Emerging,Stable,1M<1B
bgr,Emerging,Stable,10k<1M
bgs,Emerging,Stable,10k<1M
bgt,Emerging,Stable,<10k
bgu,Emerging,Endangered,<10k
bgv,Still,Endangered,<10k
bgw,Emerging,Institutional,10k<1M
bgx,Emerging,Endangered,10k<1M
bgy,Still,Endangered,<10k
bgz,Emerging,Endangered,10k<1M
bha,Emerging,Stable,10k<1M
bhb,Emerging,Stable,1M<1B
bhc,Still,Endangered,<10k
bhd,Emerging,Stable,10k<1M
bhe,Still,Endangered,NoUsers
bhf,Still,Stable,<10k
bhg,Emerging,Institutional,<10k
bhh,Still,Stable,10k<1M
bhi,Emerging,Stable,10k<1M
bhj,Emerging,Stable,10k<1M
bhl,Emerging,Stable,<10k
bhm,Still,Endangered,NoUsers
bhn,Emerging,Endangered,<10k
bho,Vital,Institutional,1M<1B
bhp,Emerging,Stable,10k<1M
bhq,Still,Stable,10k<1M
bhr,Still,Stable,10k<1M
bhs,Emerging,Stable,10k<1M
bht,Emerging,Stable,10k<1M
bhu,Still,Endangered,<10k
bhv,Still,Endangered,10k<1M
bhw,Emerging,Endangered,10k<1M
bhx,Still,Stable,<10k
bhy,Emerging,Endangered,10k<1M
bhz,Emerging,Stable,10k<1M
bia,Still,Endangered,NoUsers
bib,Emerging,Stable,1M<1B
bid,Emerging,Stable,10k<1M
bie,Still,Endangered,NoUsers
bif,Still,Endangered,10k<1M
big,Emerging,Stable,<10k
bil,Still,Endangered,10k<1M
bim,Emerging,Endangered,10k<1M
bin,Ascending,Institutional,1M<1B
bio,Emerging,Stable,<10k
bip,Emerging,Stable,10k<1M
biq,Still,Stable,<10k
bir,Still,Endangered,<10k
bis,Ascending,Institutional,10k<1M
bit,Still,Endangered,<10k
biu,Emerging,Stable,10k<1M
biv,Emerging,Stable,10k<1M
biw,Emerging,Stable,10k<1M
bix,Still,Endangered,10k<1M
biy,Still,Stable,<10k
biz,Still,Stable,10k<1M
bja,Still,Stable,10k<1M
bjb,Still,Endangered,NoUsers
bjc,Still,Stable,<10k
bje,Still,Stable,10k<1M
bjf,Emerging,Endangered,NoUsers
bjg,Still,Stable,10k<1M
bjh,Emerging,Stable,<10k
bji,Emerging,Endangered,10k<1M
bjj,Emerging,Endangered,1M<1B
bjk,Emerging,Endangered,<10k
bjl,Still,Stable,<10k
bjm,Still,Endangered,10k<1M
bjn,Ascending,Institutional,1M<1B
bjo,Emerging,Stable,10k<1M
bjp,Emerging,Stable,<10k
bjr,Emerging,Stable,<10k
bjs,Emerging,Stable,10k<1M
bjt,Emerging,Endangered,10k<1M
bju,Emerging,Extinct,NoUsers
bjv,Emerging,Stable,10k<1M
bjw,Emerging,Stable,10k<1M
bjx,Still,Stable,<10k
bjy,Still,Extinct,NoUsers
bjz,Emerging,Stable,<10k
bka,Still,Stable,10k<1M
bkc,Emerging,Stable,10k<1M
bkd,Emerging,Stable,10k<1M
bkf,Emerging,Endangered,<10k
bkg,Still,Endangered,<10k
bkh,Emerging,Stable,10k<1M
bki,Emerging,Endangered,<10k
bkj,Still,Stable,<10k
bkk,Still,Endangered,10k<1M
bkl,Emerging,Endangered,<10k
bkm,Ascending,Institutional,10k<1M
bkn,Still,Endangered,<10k
bko,Emerging,Endangered,<10k
bkp,Still,Stable,10k<1M
bkq,Emerging,Stable,<10k
bkr,Still,Institutional,10k<1M
bks,Still,Stable,10k<1M
bkt,Still,Stable,10k<1M
bku,Emerging,Stable,10k<1M
bkv,Emerging,Stable,10k<1M
bkw,Emerging,Stable,10k<1M
bkx,Emerging,Stable,10k<1M
bky,Emerging,Stable,10k<1M
bkz,Still,Endangered,10k<1M
bla,Ascending,Endangered,<10k
blb,Emerging,Stable,10k<1M
blc,Emerging,Endangered,NoUsers
bld,Emerging,Endangered,<10k
ble,Emerging,Endangered,10k<1M
blf,Still,Stable,10k<1M
blh,Emerging,Stable,10k<1M
bli,Still,Stable,10k<1M
blj,Still,Endangered,10k<1M
blk,Ascending,Stable,10k<1M
bll,Still,Extinct,NoUsers
blm,Emerging,Stable,10k<1M
bln,Emerging,Stable,10k<1M
blo,Emerging,Stable,10k<1M
blp,Still,Endangered,<10k
blq,Still,Stable,<10k
blr,Emerging,Stable,10k<1M
bls,Still,Endangered,<10k
blt,Emerging,Stable,10k<1M
blv,Still,Stable,1M<1B
blw,Emerging,Stable,10k<1M
blx,Emerging,Endangered,10k<1M
bly,Still,Endangered,<10k
blz,Emerging,Endangered,10k<1M
bma,Still,Stable,10k<1M
bmb,Emerging,Stable,10k<1M
bmc,Still,Stable,<10k
bmd,Still,Endangered,<10k
bme,Still,Endangered,NoUsers
bmf,Emerging,Endangered,NoUsers
bmg,Still,Stable,10k<1M
bmh,Emerging,Endangered,<10k
bmi,Emerging,Institutional,10k<1M
bmj,Emerging,Endangered,10k<1M
bmk,Emerging,Stable,<10k
bml,Still,Endangered,<10k
bmm,Emerging,Stable,1M<1B
bmn,Still,Extinct,NoUsers
bmo,Emerging,Stable,10k<1M
bmp,Still,Stable,<10k
bmq,Emerging,Stable,10k<1M
bmr,Emerging,Endangered,<10k
bms,Emerging,Stable,10k<1M
bmt,Still,Endangered,10k<1M
bmu,Emerging,Stable,10k<1M
bmv,Emerging,Stable,10k<1M
bmw,Emerging,Stable,10k<1M
bmx,Still,Stable,<10k
bmz,Still,Stable,<10k
bna,Still,Stable,10k<1M
bnb,Still,Endangered,NoUsers
bnd,Still,Endangered,<10k
bne,Still,Endangered,<10k
